movieId,userId,rating,title,genres
83411,623,5.5070624,Cops (1922),Comedy
83318,623,5.5070624,"Goat, The (1921)",Comedy
65037,623,5.2382226,Ben X (2007),Drama
54328,623,5.0924582,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,31,5.4447227,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,31,5.4447227,Cops (1922),Comedy
83318,31,5.4447227,"Goat, The (1921)",Comedy
65037,31,5.1108027,Ben X (2007),Drama
54328,31,5.021586,My Best Friend (Mon meilleur ami) (2006),Comedy
83411,516,5.0724688,Cops (1922),Comedy
67504,516,5.0724688,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,516,5.0724688,"Goat, The (1921)",Comedy
65037,516,4.8901515,Ben X (2007),Drama
54328,516,4.7538166,My Best Friend (Mon meilleur ami) (2006),Comedy
83411,580,4.9032397,Cops (1922),Comedy
67504,580,4.9032397,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,580,4.9032397,"Goat, The (1921)",Comedy
25764,580,4.4129157,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,580,4.4129157,Gates of Heaven (1978),Documentary
83411,251,5.7942286,Cops (1922),Comedy
67504,251,5.7942286,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,251,5.7942286,"Goat, The (1921)",Comedy
65037,251,5.548879,Ben X (2007),Drama
54328,251,5.473018,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,451,5.1187487,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,451,5.1187487,Cops (1922),Comedy
83318,451,5.1187487,"Goat, The (1921)",Comedy
1361,451,4.666672,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
1484,451,4.656248,"Daytrippers, The (1996)",Comedy|Drama|Mystery|Romance
106471,85,4.630794,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
65037,85,4.6199336,Ben X (2007),Drama
3437,85,4.469154,Cool as Ice (1991),Drama
4630,85,4.469154,No Holds Barred (1989),Action
54328,85,4.373609,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,137,5.0190086,Ben X (2007),Drama
106471,137,4.9416595,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
83411,137,4.880784,Cops (1922),Comedy
67504,137,4.880784,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,137,4.880784,"Goat, The (1921)",Comedy
83411,65,5.554767,Cops (1922),Comedy
67504,65,5.554767,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,65,5.554767,"Goat, The (1921)",Comedy
25764,65,4.99929,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,65,4.99929,Gates of Heaven (1978),Documentary
65037,458,4.517281,Ben X (2007),Drama
106471,458,4.510794,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
83411,458,4.402516,Cops (1922),Comedy
67504,458,4.402516,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,458,4.402516,"Goat, The (1921)",Comedy
67504,481,5.9599404,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,481,5.9599404,Cops (1922),Comedy
83318,481,5.9599404,"Goat, The (1921)",Comedy
3216,481,5.3967266,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
92494,481,5.3967266,Dylan Moran: Monster (2004),Comedy|Documentary
2433,53,4.258239,"Civil Action, A (1998)",Drama
2810,53,3.9170027,Perfect Blue (1997),Animation|Horror|Mystery|Thriller
3434,53,3.8818576,Death Wish 5: The Face of Death (1994),Action|Drama
85179,53,3.8610275,Summer Wars (Samâ wôzu) (2009),Adventure|Animation|Comedy|Sci-Fi
4626,53,3.8593028,Miracle Mile (1989),Drama|Romance|Sci-Fi
83411,255,5.717262,Cops (1922),Comedy
67504,255,5.717262,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,255,5.717262,"Goat, The (1921)",Comedy
25764,255,5.145537,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,255,5.145537,Gates of Heaven (1978),Documentary
67504,588,5.110583,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,588,5.110583,Cops (1922),Comedy
83318,588,5.110583,"Goat, The (1921)",Comedy
65037,588,4.793938,Ben X (2007),Drama
54328,588,4.7885156,My Best Friend (Mon meilleur ami) (2006),Comedy
83411,472,5.5455446,Cops (1922),Comedy
67504,472,5.5455446,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,472,5.5455446,"Goat, The (1921)",Comedy
25764,472,4.99099,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,472,4.99099,Gates of Heaven (1978),Documentary
106441,133,4.7830315,"Book Thief, The (2013)",Children|Drama|War
107559,133,4.7830315,Am Ende eiens viel zu kurzen Tages (Death of a superhero) (2011),Animation|Drama
73290,133,4.3731146,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama
102993,133,3.9741325,"Way, Way Back, The (2013)",Comedy|Drama
63853,133,3.9018748,Australia (2008),Adventure|Drama|War|Western
8530,296,5.207674,Dear Frankie (2004),Drama|Romance
65037,296,5.0089025,Ben X (2007),Drama
54328,296,5.003835,My Best Friend (Mon meilleur ami) (2006),Comedy
4755,296,4.9616094,Wish Upon a Star (1996),Comedy
90061,296,4.9616094,"Myth of the American Sleepover, The (2010)",Comedy|Drama|Romance
67504,322,5.0051146,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,322,5.0051146,Cops (1922),Comedy
83318,322,5.0051146,"Goat, The (1921)",Comedy
7074,322,4.504603,"Navigator, The (1924)",Comedy
26400,322,4.504603,Gates of Heaven (1978),Documentary
67504,513,5.5095544,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,513,5.5095544,Cops (1922),Comedy
83318,513,5.5095544,"Goat, The (1921)",Comedy
65037,513,4.986182,Ben X (2007),Drama
7074,513,4.9585996,"Navigator, The (1924)",Comedy
65037,78,5.5893564,Ben X (2007),Drama
67504,78,5.353969,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,78,5.353969,Cops (1922),Comedy
83318,78,5.353969,"Goat, The (1921)",Comedy
106471,78,5.3012357,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
83411,321,5.3987184,Cops (1922),Comedy
67504,321,5.3987184,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,321,5.3987184,"Goat, The (1921)",Comedy
7074,321,4.8588467,"Navigator, The (1924)",Comedy
26400,321,4.8588467,Gates of Heaven (1978),Documentary
67504,362,5.0616684,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,362,5.0616684,Cops (1922),Comedy
83318,362,5.0616684,"Goat, The (1921)",Comedy
65037,362,4.694662,Ben X (2007),Drama
54328,362,4.678427,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,613,5.038983,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,613,5.038983,Cops (1922),Comedy
83318,613,5.038983,"Goat, The (1921)",Comedy
65037,613,4.6745224,Ben X (2007),Drama
54328,613,4.5754433,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,633,4.427158,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,633,4.427158,Cops (1922),Comedy
83318,633,4.427158,"Goat, The (1921)",Comedy
54328,633,4.099494,My Best Friend (Mon meilleur ami) (2006),Comedy
7087,633,4.010319,"Passage to India, A (1984)",Adventure|Drama
83411,593,5.3195734,Cops (1922),Comedy
67504,593,5.3195734,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,593,5.3195734,"Goat, The (1921)",Comedy
65037,593,5.29486,Ben X (2007),Drama
54328,593,5.0448413,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,375,4.7191973,Ben X (2007),Drama
67504,375,4.662517,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,375,4.662517,Cops (1922),Comedy
83318,375,4.662517,"Goat, The (1921)",Comedy
53,375,4.5972896,Lamerica (1994),Adventure|Drama
67504,597,5.9026847,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,597,5.9026847,Cops (1922),Comedy
83318,597,5.9026847,"Goat, The (1921)",Comedy
7074,597,5.312417,"Navigator, The (1924)",Comedy
25764,597,5.312417,"Cameraman, The (1928)",Comedy|Drama|Romance
67504,155,4.901087,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,155,4.901087,Cops (1922),Comedy
83318,155,4.901087,"Goat, The (1921)",Comedy
25764,155,4.410977,"Cameraman, The (1928)",Comedy|Drama|Romance
7074,155,4.410977,"Navigator, The (1924)",Comedy
67504,108,4.6680064,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,108,4.6680064,Cops (1922),Comedy
83318,108,4.6680064,"Goat, The (1921)",Comedy
54328,108,4.591339,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,108,4.440172,Ben X (2007),Drama
83411,530,5.9574385,Cops (1922),Comedy
67504,530,5.9574385,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,530,5.9574385,"Goat, The (1921)",Comedy
7087,530,5.3881955,"Passage to India, A (1984)",Adventure|Drama
54328,530,5.37072,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,211,5.93355,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,211,5.93355,Cops (1922),Comedy
83318,211,5.93355,"Goat, The (1921)",Comedy
65037,211,5.4787703,Ben X (2007),Drama
54328,211,5.434808,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,642,5.6073484,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,642,5.6073484,Cops (1922),Comedy
83318,642,5.6073484,"Goat, The (1921)",Comedy
25764,642,5.0466137,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,642,5.0466137,Gates of Heaven (1978),Documentary
67504,193,5.478813,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,193,5.478813,Cops (1922),Comedy
83318,193,5.478813,"Goat, The (1921)",Comedy
65037,193,5.2379255,Ben X (2007),Drama
132333,193,5.110883,Seve (2014),Documentary|Drama
83411,34,5.430051,Cops (1922),Comedy
67504,34,5.430051,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,34,5.430051,"Goat, The (1921)",Comedy
7074,34,4.887046,"Navigator, The (1924)",Comedy
26400,34,4.887046,Gates of Heaven (1978),Documentary
67504,368,5.3761573,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,368,5.3761573,Cops (1922),Comedy
83318,368,5.3761573,"Goat, The (1921)",Comedy
65037,368,5.0510454,Ben X (2007),Drama
8955,368,4.8624845,Undertow (2004),Crime|Drama|Thriller
83411,101,4.9734473,Cops (1922),Comedy
67504,101,4.9734473,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,101,4.9734473,"Goat, The (1921)",Comedy
65037,101,4.750139,Ben X (2007),Drama
54328,101,4.667412,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,115,5.5331326,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,115,5.5331326,Cops (1922),Comedy
83318,115,5.5331326,"Goat, The (1921)",Comedy
65037,115,5.3716083,Ben X (2007),Drama
54328,115,5.226816,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,126,5.3269,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,126,5.3269,Cops (1922),Comedy
83318,126,5.3269,"Goat, The (1921)",Comedy
65037,126,4.9620395,Ben X (2007),Drama
54328,126,4.859358,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,81,5.486832,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,81,5.486832,Cops (1922),Comedy
83318,81,5.486832,"Goat, The (1921)",Comedy
25764,81,4.938148,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,81,4.938148,Gates of Heaven (1978),Documentary
83411,385,5.1701393,Cops (1922),Comedy
67504,385,5.1701393,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,385,5.1701393,"Goat, The (1921)",Comedy
65037,385,4.733117,Ben X (2007),Drama
54328,385,4.674667,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,210,4.0595555,Ben X (2007),Drama
106471,210,4.0556626,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
8530,210,3.8655345,Dear Frankie (2004),Drama|Romance
54328,210,3.8077667,My Best Friend (Mon meilleur ami) (2006),Comedy
83411,210,3.719751,Cops (1922),Comedy
67504,183,5.455091,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,183,5.455091,Cops (1922),Comedy
83318,183,5.455091,"Goat, The (1921)",Comedy
7074,183,4.9095817,"Navigator, The (1924)",Comedy
26400,183,4.9095817,Gates of Heaven (1978),Documentary
67504,436,5.505349,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,436,5.505349,Cops (1922),Comedy
83318,436,5.505349,"Goat, The (1921)",Comedy
7074,436,4.9548135,"Navigator, The (1924)",Comedy
26400,436,4.9548135,Gates of Heaven (1978),Documentary
67504,28,5.668751,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,28,5.668751,Cops (1922),Comedy
83318,28,5.668751,"Goat, The (1921)",Comedy
7074,28,5.1018763,"Navigator, The (1924)",Comedy
26400,28,5.1018763,Gates of Heaven (1978),Documentary
83411,596,5.0997443,Cops (1922),Comedy
67504,596,5.0997443,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,596,5.0997443,"Goat, The (1921)",Comedy
65037,596,4.7876716,Ben X (2007),Drama
54328,596,4.6545944,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,497,4.8199563,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,497,4.8199563,Cops (1922),Comedy
83318,497,4.8199563,"Goat, The (1921)",Comedy
54328,497,4.7138753,My Best Friend (Mon meilleur ami) (2006),Comedy
3030,497,4.6680903,Yojimbo (1961),Action|Adventure
65037,300,5.189508,Ben X (2007),Drama
67504,300,5.089872,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,300,5.089872,Cops (1922),Comedy
83318,300,5.089872,"Goat, The (1921)",Comedy
54328,300,4.9736643,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,412,4.145926,Ben X (2007),Drama
3186,412,4.071228,"Girl, Interrupted (1999)",Drama
4630,412,4.001286,No Holds Barred (1989),Action
3437,412,4.001286,Cool as Ice (1991),Drama
90061,412,4.0000806,"Myth of the American Sleepover, The (2010)",Comedy|Drama|Romance
67504,406,5.3912034,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,406,5.3912034,Cops (1922),Comedy
83318,406,5.3912034,"Goat, The (1921)",Comedy
3216,406,5.007103,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
92494,406,5.007103,Dylan Moran: Monster (2004),Comedy|Documentary
67504,587,5.5066967,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,587,5.5066967,Cops (1922),Comedy
83318,587,5.5066967,"Goat, The (1921)",Comedy
26400,587,4.956026,Gates of Heaven (1978),Documentary
7074,587,4.956026,"Navigator, The (1924)",Comedy
67504,76,5.3714986,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,76,5.3714986,Cops (1922),Comedy
83318,76,5.3714986,"Goat, The (1921)",Comedy
25764,76,4.834348,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,76,4.834348,Gates of Heaven (1978),Documentary
67504,667,5.246467,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,667,5.246467,Cops (1922),Comedy
83318,667,5.246467,"Goat, The (1921)",Comedy
26400,667,4.721821,Gates of Heaven (1978),Documentary
7074,667,4.721821,"Navigator, The (1924)",Comedy
67504,501,5.1698155,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,501,5.1698155,Cops (1922),Comedy
83318,501,5.1698155,"Goat, The (1921)",Comedy
65037,501,5.1680455,Ben X (2007),Drama
54328,501,5.023864,My Best Friend (Mon meilleur ami) (2006),Comedy
4630,332,4.845326,No Holds Barred (1989),Action
3437,332,4.845326,Cool as Ice (1991),Drama
27022,332,4.807873,Thursday (1998),Action|Crime|Thriller
1232,332,4.533851,Stalker (1979),Drama|Mystery|Sci-Fi
67504,332,4.4939303,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,26,4.539607,Cops (1922),Comedy
67504,26,4.539607,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,26,4.539607,"Goat, The (1921)",Comedy
65037,26,4.3358903,Ben X (2007),Drama
73587,26,4.287031,Soul Kitchen (2009),Comedy
65037,626,4.8958764,Ben X (2007),Drama
83411,626,4.892265,Cops (1922),Comedy
67504,626,4.892265,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,626,4.892265,"Goat, The (1921)",Comedy
54328,626,4.874338,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,27,5.0253544,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,27,5.0253544,Cops (1922),Comedy
83318,27,5.0253544,"Goat, The (1921)",Comedy
65037,27,4.830076,Ben X (2007),Drama
54328,27,4.7563367,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,577,6.2637734,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,577,6.2637734,Cops (1922),Comedy
83318,577,6.2637734,"Goat, The (1921)",Comedy
25764,577,5.637395,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,577,5.637395,Gates of Heaven (1978),Documentary
65037,384,4.6111636,Ben X (2007),Drama
67504,384,4.4786797,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,384,4.4786797,Cops (1922),Comedy
83318,384,4.4786797,"Goat, The (1921)",Comedy
106471,384,4.408944,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
67504,271,5.2431264,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,271,5.2431264,Cops (1922),Comedy
83318,271,5.2431264,"Goat, The (1921)",Comedy
7074,271,4.718813,"Navigator, The (1924)",Comedy
26400,271,4.718813,Gates of Heaven (1978),Documentary
67504,192,5.030387,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,192,5.030387,Cops (1922),Comedy
83318,192,5.030387,"Goat, The (1921)",Comedy
65037,192,4.8470073,Ben X (2007),Drama
54328,192,4.8355045,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,44,4.4798512,Ben X (2007),Drama
106471,44,4.336644,One Piece Film: Strong World (2009),Action|Adventure|Animation|Comedy|Fantasy
54328,44,4.2474146,My Best Friend (Mon meilleur ami) (2006),Comedy
3612,44,4.2162147,The Slipper and the Rose: The Story of Cinderella (1976),Adventure|Children|Fantasy|Musical|Romance
3414,44,4.210708,Love Is a Many-Splendored Thing (1955),Drama|Romance|War
67504,606,5.759226,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,606,5.759226,Cops (1922),Comedy
83318,606,5.759226,"Goat, The (1921)",Comedy
3216,606,5.4766235,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
92494,606,5.4766235,Dylan Moran: Monster (2004),Comedy|Documentary
67504,159,5.0865626,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,159,5.0865626,Cops (1922),Comedy
83318,159,5.0865626,"Goat, The (1921)",Comedy
25764,159,4.5779057,"Cameraman, The (1928)",Comedy|Drama|Romance
7074,159,4.5779057,"Navigator, The (1924)",Comedy
83411,253,4.857775,Cops (1922),Comedy
67504,253,4.857775,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,253,4.857775,"Goat, The (1921)",Comedy
65037,253,4.79006,Ben X (2007),Drama
54328,253,4.705815,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,460,5.4255557,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,460,5.4255557,Cops (1922),Comedy
83318,460,5.4255557,"Goat, The (1921)",Comedy
7074,460,4.883001,"Navigator, The (1924)",Comedy
26400,460,4.883001,Gates of Heaven (1978),Documentary
67504,103,5.4948545,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,103,5.4948545,Cops (1922),Comedy
83318,103,5.4948545,"Goat, The (1921)",Comedy
25764,103,4.9453692,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,103,4.9453692,Gates of Heaven (1978),Documentary
67504,236,5.7201443,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,236,5.7201443,Cops (1922),Comedy
83318,236,5.7201443,"Goat, The (1921)",Comedy
25764,236,5.1481285,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,236,5.1481285,Gates of Heaven (1978),Documentary
67504,329,5.0739136,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,329,5.0739136,Cops (1922),Comedy
83318,329,5.0739136,"Goat, The (1921)",Comedy
65037,329,4.896553,Ben X (2007),Drama
54328,329,4.751847,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,350,5.1090045,Ben X (2007),Drama
54328,350,4.950676,My Best Friend (Mon meilleur ami) (2006),Comedy
83411,350,4.9094176,Cops (1922),Comedy
83318,350,4.9094176,"Goat, The (1921)",Comedy
67504,350,4.9094176,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
3865,12,3.963929,"Original Kings of Comedy, The (2000)",Comedy|Documentary
3474,12,3.8534658,Retroactive (1997),Sci-Fi|Thriller
6184,12,3.8239303,"Man Who Fell to Earth, The (1976)",Drama|Sci-Fi
2460,12,3.78051,"Texas Chainsaw Massacre 2, The (1986)",Horror
67504,12,3.7649667,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
73290,336,4.776938,Hachiko: A Dog's Story (a.k.a. Hachi: A Dog's Tale) (2009),Drama
1939,336,4.631623,"Best Years of Our Lives, The (1946)",Drama|War
4406,336,4.6086907,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western
3501,336,4.561736,Murphy's Romance (1985),Comedy|Romance
3196,336,4.4980106,Stalag 17 (1953),Drama|War
83411,223,5.3587785,Cops (1922),Comedy
67504,223,5.3587785,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,223,5.3587785,"Goat, The (1921)",Comedy
65037,223,5.093515,Ben X (2007),Drama
54328,223,4.994134,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,602,5.271328,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,602,5.271328,Cops (1922),Comedy
83318,602,5.271328,"Goat, The (1921)",Comedy
764,602,4.816333,Heavy (1995),Drama|Romance
3216,602,4.7679124,"Vampyros Lesbos (Vampiras, Las) (1971)",Fantasy|Horror|Thriller
83411,417,5.212249,Cops (1922),Comedy
67504,417,5.212249,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,417,5.212249,"Goat, The (1921)",Comedy
54328,417,4.833783,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,417,4.778058,Ben X (2007),Drama
83411,388,5.4578714,Cops (1922),Comedy
67504,388,5.4578714,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83318,388,5.4578714,"Goat, The (1921)",Comedy
25764,388,4.9120836,"Cameraman, The (1928)",Comedy|Drama|Romance
26400,388,4.9120836,Gates of Heaven (1978),Documentary
67504,548,4.801464,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,548,4.801464,Cops (1922),Comedy
83318,548,4.801464,"Goat, The (1921)",Comedy
65037,548,4.6164684,Ben X (2007),Drama
54328,548,4.4898157,My Best Friend (Mon meilleur ami) (2006),Comedy
65037,91,5.6921344,Ben X (2007),Drama
67504,91,5.6269045,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,91,5.6269045,Cops (1922),Comedy
83318,91,5.6269045,"Goat, The (1921)",Comedy
54328,91,5.4622574,My Best Friend (Mon meilleur ami) (2006),Comedy
67504,663,5.028138,Land of Silence and Darkness (Land des Schweigens und der Dunkelheit) (1971),Documentary
83411,663,5.028138,Cops (1922),Comedy
83318,663,5.028138,"Goat, The (1921)",Comedy
65037,663,4.7138968,Ben X (2007),Drama
54328,663,4.6274962,My Best Friend (Mon meilleur ami) (2006),Comedy
